FID,OBJECTID_1,OBJECTID_2,OBJECTID_3,OBJECTID_4,OBJECTID,LINE_ID,TYPE,CALC_LENGT,DIAMETER,DRAINAGE_A,FLOW_RATE,LENGTH,WIDTH,HEIGHT,SLOPE,ROUGHNESS,VELOCITY,UPSTREAMNO,DOWNSTREAM,UPSTREAM_1,DOWNSTRE_1,FILENUM,INSTALL_DA,LIFE_CYCLE,OWNER,DATA_SOURC,CREATED_BY,LAST_EDITE,LAST_EDI_1,TYPE_USE,SHAPESTLen,Shape_Leng,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,LengthKM,ReachCode,FlowDir,WBArea_Per,FTYPE,FCode,ComID,WbAreaComi,HUC8,DIVERGENCE,STREAMORDE,TOCOMID,CUMDRAINAG,MAFLOWU,MAVELU,TONODE,FROMNODE,OBJECTID_5,MainPath,InNetwork,Visibility,Shape_Le_1,Shape_Le_2,Shape_Le_3,Shape_Le_4,Enabled,Shape_Le_5,ORIG_FID,POINT_X,POINT_Y,POINT_Z,POINT_M,Elevation,subcatch_r
671,617,5266,5266,5502,49424,38423,Ditch,283.050342849999993, ,0.5,2.5, , , , , , , , , , ,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,TYPE=Interceptor Ditch, ,283.050342849999993,0.000831006528580, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000831006528580,0.000831007005886,1,0.000831007005886,335,-157.746874724000008,21.295373299000001,0.000000000000000,nan,924.8129883,39
672,618,3197,3197,3345,29903,37342,Reinforced Concrete Pipe,139.751365270000008,24,4.8,30.5, , , ,0.100000,0.340000,7.100000, , , , ,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,A50=9.8; Aover=4.5, ,139.751365275000012,0.000397369845173, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000397369845173,0.000397369341863,1,0.000397369341863,336,-157.747784235000012,21.292901901000000,0.000000000000000,nan,859.6030273,42
673,618,3197,3197,3345,29903,37342,Reinforced Concrete Pipe,139.751365270000008,24,4.8,30.5, , , ,0.100000,0.340000,7.100000, , , , ,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,A50=9.8; Aover=4.5, ,139.751365275000012,0.000397369845173, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000397369845173,0.000397369341863,1,0.000397369341863,336,-157.747499073000000,21.292625161000000,0.000000000000000,nan,859.6030273,42
674,620,889,889,892,6286,21999,Reinforced Concrete Pipe,191.306304670000003,24, , ,160, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,191.306304665999988,0.000530189919834, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000530189919834,0.000530190157712,1,0.000530190157712,337,-157.746611282000003,21.287875247999999,0.000000000000000,nan,641.2100220,63
675,620,889,889,892,6286,21999,Reinforced Concrete Pipe,191.306304670000003,24, , ,160, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,191.306304665999988,0.000530189919834, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000530189919834,0.000530190157712,1,0.000530190157712,337,-157.746435709999986,21.287374971999999,0.000000000000000,nan,507.1589966,63
676,622,500,500,501,4524,16994,Reinforced Concrete Pipe,188.384857939999989,24, , ,188.385000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,188.384857938000010,0.000539186505619, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000539186505619,0.000539186335947,1,0.000539186335947,338,-157.752847975000009,21.287786513000000,0.000000000000000,nan,166.0939941,34
677,622,500,500,501,4524,16994,Reinforced Concrete Pipe,188.384857939999989,24, , ,188.385000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,188.384857938000010,0.000539186505619, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000539186505619,0.000539186335947,1,0.000539186335947,338,-157.752424834000010,21.287452337000001,0.000000000000000,nan,97.2604980,34
678,624,85,85,85,3086,18535,Reinforced Concrete Pipe,128.156278079999993,18, , ,141.626000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154, ,128.156278076000007,0.000372942971910, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000372942971910,0.000372942954902,1,0.000555843070548,339,-157.754667712000014,21.285514156000001,0.000000000000000,nan,26.9193993,33
679,624,85,85,85,3086,18535,Reinforced Concrete Pipe,128.156278079999993,18, , ,141.626000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154, ,128.156278076000007,0.000372942971910, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000372942971910,0.000372942954902,1,0.000555843070548,339,-157.754149740999992,21.285715818000000,0.000000000000000,nan,26.9193993,33
680,626,3984,3984,4171,38037,18367,Reinforced Concrete Pipe,92.178761370000004,24, , ,90, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18150, ,92.178761371600004,0.000270497720310, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000270497720310,0.000270498536763,1,0.000293159695116,340,-157.755036305999994,21.295494983000001,0.000000000000000,nan,253.3560028,18
681,626,3984,3984,4171,38037,18367,Reinforced Concrete Pipe,92.178761370000004,24, , ,90, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18150, ,92.178761371600004,0.000270497720310, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000270497720310,0.000270498536763,1,0.000293159695116,340,-157.755327206999993,21.295458662000001,0.000000000000000,nan,253.3560028,18
682,629,4171,4171,4363,39466,60068,Reinforced Concrete Pipe,147.964204870000003,54, , , , , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18157, ,147.964204873999989,0.000408336344388, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000408336344388,0.000408336066543,1,0.000408336066543,341,-157.744786699000002,21.282546061000001,0.000000000000000,nan,256.4549866,67
683,629,4171,4171,4363,39466,60068,Reinforced Concrete Pipe,147.964204870000003,54, , , , , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18157, ,147.964204873999989,0.000408336344388, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000408336344388,0.000408336066543,1,0.000408336066543,341,-157.744824026999993,21.282146202000000,0.000000000000000,nan,124.0500031,67
684,633,5512,5512,5770,52283,18529,Reinforced Concrete Pipe,105.161120690000004,18, , ,105.161000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,105.161120690999994,0.000291429466909, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000291429466909,0.000291429869550,1,0.000291429869550,342,-157.752509572000008,21.285962356999999,0.000000000000000,nan,97.2604980,28
685,633,5512,5512,5770,52283,18529,Reinforced Concrete Pipe,105.161120690000004,18, , ,105.161000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,105.161120690999994,0.000291429466909, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000291429466909,0.000291429869550,1,0.000291429869550,342,-157.752413471000011,21.285687228000000,0.000000000000000,nan,38.5672989,28
686,635,5684,5684,5945,53715,59957,Ditch,431.776880969999979, , , , , , , , , , , , , ,18156, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Unlined Ditch, ,431.776880968999990,0.001223251878720, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.001223251878720,0.001223251849330,1,0.001223251849330,343,-157.748734675999998,21.282679121000001,0.000000000000000,nan,134.5619965,76
687,635,5684,5684,5945,53715,59957,Ditch,431.776880969999979, , , , , , , , , , , , , ,18156, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Unlined Ditch, ,431.776880968999990,0.001223251878720, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.001223251878720,0.001223251849330,1,0.001223251849330,343,-157.747951067000002,21.281801849000001,0.000000000000000,nan,99.0767975,76
688,636,2590,2590,2716,24814,42368,Reinforced Concrete Pipe,133.255093390000013,18,0.890000,3.010000, , , ,0.010000,0.550000,1.700000, , , , ,2620, , ,Private,SWQDC As-built,SWQDC,jnolan, , ,133.255093391999992,0.000387387112608, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000387387112608,0.000387386655917,1,0.000387386655917,344,-157.746090100999993,21.291754739000002,0.000000000000000,nan,836.4689941,52
689,636,2590,2590,2716,24814,42368,Reinforced Concrete Pipe,133.255093390000013,18,0.890000,3.010000, , , ,0.010000,0.550000,1.700000, , , , ,2620, , ,Private,SWQDC As-built,SWQDC,jnolan, , ,133.255093391999992,0.000387387112608, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000387387112608,0.000387386655917,1,0.000387386655917,344,-157.745733164000001,21.291604192000001,0.000000000000000,nan,836.4689941,52
690,639,5202,5202,5438,49055,24153,Reinforced Concrete Pipe,162.008685200000002,42, , ,130, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,162.008685197000005,0.000468702851654, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000468702851654,0.000468703924596,1,0.000468703924596,345,-157.746393481000013,21.285427849000001,0.000000000000000,nan,365.8829956,63
691,639,5202,5202,5438,49055,24153,Reinforced Concrete Pipe,162.008685200000002,42, , ,130, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,162.008685197000005,0.000468702851654, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000468702851654,0.000468703924596,1,0.000468703924596,345,-157.746806829999997,21.285206883000001,0.000000000000000,nan,365.8829956,63
692,642,4545,4545,4758,43344,16991,Reinforced Concrete Pipe,147.279096409999994,18, , ,147.280000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,147.279096414999998,0.000419970318394, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000419970318394,0.000419970252058,1,0.000414920033301,346,-157.755675687999997,21.287469277000000,0.000000000000000,nan,74.9701004,37
693,642,4545,4545,4758,43344,16991,Reinforced Concrete Pipe,147.279096409999994,18, , ,147.280000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,147.279096414999998,0.000419970318394, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000419970318394,0.000419970252058,1,0.000414920033301,346,-157.755365280000007,21.287744605000000,0.000000000000000,nan,78.2424011,37
694,643,969,969,972,6569,20933,Reinforced Concrete Pipe,196.610606429999990,30, , ,196.61, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,196.610606432999987,0.000547352580266, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000547352580266,0.000547352590846,1,0.000547352590846,347,-157.750039539999989,21.279987938000001,0.000000000000000,nan,-1.4361800,11
695,643,969,969,972,6569,20933,Reinforced Concrete Pipe,196.610606429999990,30, , ,196.61, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,196.610606432999987,0.000547352580266, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000547352580266,0.000547352590846,1,0.000547352590846,347,-157.749805777999995,21.279493079000002,0.000000000000000,nan,2.6807799,11
696,644,5653,5653,5911,52997,37252,Reinforced Concrete Pipe,122.188092150000003,18,1.3,4.5, , , ,0.870000,0.560000,2.400000, , , , ,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, , ,122.188092151000006,0.000358909245331, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000358909245331,0.000358909784196,1,0.000358909784196,348,-157.746711108999989,21.293556749000000,0.000000000000000,nan,923.8389893,42
697,644,5653,5653,5911,52997,37252,Reinforced Concrete Pipe,122.188092150000003,18,1.3,4.5, , , ,0.870000,0.560000,2.400000, , , , ,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, , ,122.188092151000006,0.000358909245331, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000358909245331,0.000358909784196,1,0.000358909784196,348,-157.747069974999988,21.293551142999998,0.000000000000000,nan,923.8389893,42
698,646,5914,5914,6191,55945,16997,Reinforced Concrete Pipe,138.729066950000004,24, , ,138.730000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,138.729066952000011,0.000401075223896, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000401075223896,0.000401075143997,1,0.000598001293530,349,-157.755789182000001,21.287700742999998,0.000000000000000,nan,74.9701004,8
699,646,5914,5914,6191,55945,16997,Reinforced Concrete Pipe,138.729066950000004,24, , ,138.730000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,138.729066952000011,0.000401075223896, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000401075223896,0.000401075143997,1,0.000598001293530,349,-157.756313097000003,21.287412440000001,0.000000000000000,nan,74.9701004,59
700,648,2164,2164,2271,20548,25050,Reinforced Concrete Pipe,55.570453100000002,42, , ,30, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels, ,55.570453098300000,0.000159950239096, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000159950239096,0.000159950335734,1,0.000159950335734,350,-157.756714711999990,21.298950774000001,0.000000000000000,nan,335.3030090,20
701,648,2164,2164,2271,20548,25050,Reinforced Concrete Pipe,55.570453100000002,42, , ,30, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels, ,55.570453098300000,0.000159950239096, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000159950239096,0.000159950335734,1,0.000159950335734,350,-157.756580853000003,21.298863219000001,0.000000000000000,nan,335.3030090,20
702,649,4441,4441,4647,41870,17362,Reinforced Concrete Pipe,142.724277050000012,24, , ,142.726000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,142.724277050000012,0.000418361468406, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000418361468406,0.000418361672599,1,0.000418361672599,351,-157.754693077000013,21.289033665000002,0.000000000000000,nan,78.2424011,13
703,649,4441,4441,4647,41870,17362,Reinforced Concrete Pipe,142.724277050000012,24, , ,142.726000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,142.724277050000012,0.000418361468406, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000418361468406,0.000418361672599,1,0.000418361672599,351,-157.754281002999988,21.289105925000001,0.000000000000000,nan,78.2424011,89
704,651,5582,5582,5840,52539,18237,Reinforced Concrete Pipe,123.763802830000003,18, , ,110, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,123.763802833000000,0.000341762867977, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000341762867977,0.000341762948927,1,0.000341762948927,352,-157.756706372999986,21.276681026999999,0.000000000000000,nan,3.0738399,74
705,651,5582,5582,5840,52539,18237,Reinforced Concrete Pipe,123.763802830000003,18, , ,110, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,123.763802833000000,0.000341762867977, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000341762867977,0.000341762948927,1,0.000341762948927,352,-157.756629454999995,21.276348054000000,0.000000000000000,nan,3.0738399,74
706,654,4042,4042,4229,38192,17375,Reinforced Concrete Pipe,192.934601469999990,30, , ,192.936000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,192.934601466999993,0.000556117740060, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000556117740060,0.000556117780435,1,0.000556117780435,353,-157.755541536999999,21.288620429000002,0.000000000000000,nan,105.5469971,13
707,654,4042,4042,4229,38192,17375,Reinforced Concrete Pipe,192.934601469999990,30, , ,192.936000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,192.934601466999993,0.000556117740060, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000556117740060,0.000556117780435,1,0.000556117780435,353,-157.755068881999989,21.288913454999999,0.000000000000000,nan,78.2424011,13
708,655,5953,5953,6231,56087,21844,Reinforced Concrete Pipe,151.756408160000007,24, , ,145, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,151.756408157999999,0.000445504166253, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000445504166253,0.000445504700585,1,0.000445504700585,354,-157.745758176000010,21.284474120999999,0.000000000000000,nan,386.3580017,63
709,655,5953,5953,6231,56087,21844,Reinforced Concrete Pipe,151.756408160000007,24, , ,145, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,151.756408157999999,0.000445504166253, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000445504166253,0.000445504700585,1,0.000445504700585,354,-157.746201965000012,21.284435060000000,0.000000000000000,nan,386.3580017,63
710,657,812,812,815,5834,21849,Reinforced Concrete Pipe,51.142215010000001,42, , ,25, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18157, ,51.142215009700003,0.000147920740138, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000147920740138,0.000147921038854,1,0.000147921038854,355,-157.746895485000010,21.283949934999999,0.000000000000000,nan,224.9929962,63
711,657,812,812,815,5834,21849,Reinforced Concrete Pipe,51.142215010000001,42, , ,25, , , , , , , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18157, ,51.142215009700003,0.000147920740138, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000147920740138,0.000147921038854,1,0.000147921038854,355,-157.746765339000007,21.283879631000001,0.000000000000000,nan,224.9929962,63
712,659,2451,2451,2577,23758,16156,Reinforced Concrete Pipe,165.613413970000011,18, , ,165.613, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,165.613413967000014,0.000456126764918, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000456126764918,0.000456126930707,1,0.000456126930707,356,-157.752923594999999,21.291310052000000,0.000000000000000,nan,226.7949982,89
713,659,2451,2451,2577,23758,16156,Reinforced Concrete Pipe,165.613413970000011,18, , ,165.613, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,165.613413967000014,0.000456126764918, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000456126764918,0.000456126930707,1,0.000456126930707,356,-157.752883599000000,21.290855682000000,0.000000000000000,nan,226.7949982,89
714,660,385,385,386,3911,16598,Reinforced Concrete Pipe,61.117610470000002,24, , ,48.116000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18153,Disabled from Geometric Network,61.117610473299997,0.000171161710423, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000171161710423,0.000171161524195,1,0.000171161524195,357,-157.753267665999999,21.277988831999998,0.000000000000000,nan,3.5631900,78
715,660,385,385,386,3911,16598,Reinforced Concrete Pipe,61.117610470000002,24, , ,48.116000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18153,Disabled from Geometric Network,61.117610473299997,0.000171161710423, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000171161710423,0.000171161524195,1,0.000171161524195,357,-157.753357171000005,21.278134156000000,0.000000000000000,nan,3.5631900,78
716,661,3057,3057,3205,29148,16236,Reinforced Concrete Pipe,63.426394449999997,18, , ,63.426000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,63.426394452099998,0.000180056704696, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000180056704696,0.000180056105677,1,0.000180056105677,358,-157.755794731999998,21.286709590000001,0.000000000000000,nan,74.9701004,36
717,661,3057,3057,3205,29148,16236,Reinforced Concrete Pipe,63.426394449999997,18, , ,63.426000, , , , , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,63.426394452099998,0.000180056704696, ,, , , ,0.000000000000000, , , , ,0,0,0, ,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000, , ,0,0,0,0,0.000000000000000,0.000000000000000,0.000180056704696,0.000180056105677,1,0.000180056105677,358,-157.755920820000000,21.286838127999999,0.000000000000000,nan,74.9701004,36
